,v1,v2,norm_text
710,ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sit wer tell dat plane ws student dey hurry d plane bt 1 not said:\if student
711,ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,like weird timing night g want come smoke day shitstorm attribute come make smoke
712,spam,08714712388 between 10am-7pm Cost 10p,08714712388 10am-7pm cost 10p
713,ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",save stress person dorm account send account detail money send
714,ham,He also knows about lunch menu only da. . I know,know lunch menu da know
715,ham,When i have stuff to sell i.ll tell you,stuff sell i.ll tell
716,spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,+449071512431 urgent 2nd attempt contact u!u win å£1250 09071512433 b4 050703 t&csbcm4235wc1n3xx callcost 150ppm mobilesvary maxå£7 50
717,ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,book lesson msg work sth go spec membership px3748
718,spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,win guaranteed å£1000 cash å£2000 prize claim yr prize customer service representative 08714712394 10am-7pm
719,ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,macha not feel upset.i assume mindset.believe evening wonderful plan us.let life begin again.call anytime
720,ham,Oh is it? Send me the address,oh send address
721,ham,S'fine. Anytime. All the best with it.,s'fine anytime good
722,ham,That is wondar full flim.,wondar flim
723,ham,Ya even those cookies have jelly on them,ya cookie jelly
724,ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",world run still.maybe feel it.or admit mad.then correction?or let life.and run world u r running.let run
725,ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,get look scrumptious daddy want eat night long
726,ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,cos lar ba dao ok 1 pm lor y u ask ah say u ask fri say u ask today
727,ham,"Alright omw, gotta change my order to a half8th",alright omw get to change order half8th
728,ham,Exactly. Anyways how far. Is jide her to study or just visiting,exactly anyways far jide study visit
729,ham,Dunno y u ask me.,dunno y u ask
730,spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,email alertfrom jeri stewartsize 2kbsubject low cost prescripiton drvgsto listen email 123
731,ham,No he didn't. Spring is coming early yay!,spring come early yay
732,ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,lol will feel bad use money steak dinner = d
733,ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,u not trouble convincing tel twice tel neglect msgs not c read not reply
734,ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,leave qatar tonite search opportunity.all go fast.pl add ur prayer dear.rakhesh
735,ham,Then why no one talking to me,talk
736,ham,Thanks for looking out for me. I really appreciate.,thank look appreciate
737,spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,hi customer loyalty offer new nokia6650 mobile å£10 txtauction txt word start 81151 4t&ctxt tc 150p mtmsg
738,ham,Wish i were with you now!,wish
739,ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,haha mayb u're rite u know da feeling like gd lor u faster find gal group attach liao
740,ham,Yes i will be there. Glad you made it.,yes glad
741,ham,Do well :)all will for little time. Thing of good times ahead:,little time thing good time ahead
742,ham,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,get room soon û clock til 8 shout realise 7 wahay hour bed
743,ham,Ok. There may be a free gym about.,ok free gym
744,ham,Men like shorter ladies. Gaze up into his eyes.,man like short lady gaze eye
745,ham,Dunno he jus say go lido. Same time 930.,dunno jus lido time 930
746,ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",promise good care princess run send pic chance ttyl
747,spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,u subscribe best mobile content service uk å£3 10 day send stop 82324 helpline 08706091795
748,ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,reason speak year anyways great week good exam
749,ham,By monday next week. Give me the full gist,monday week gist
750,spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",realize 40 year thousand old lady run tattoo
751,spam,You have an important customer service announcement from PREMIER.,important customer service announcement premier
752,ham,Dont gimme that lip caveboy,not gimme lip caveboy
753,ham,When did you get to the library,library
754,ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,realy sorry recognise number confused r u
755,ham,So why didnt you holla?,not holla
756,ham,Cant think of anyone with * spare room off * top of my head,not think spare room head
757,ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",faith make thing possible hope make thing work love make thing beautiful christmas!merry christmas
758,ham,U should have made an appointment,u appointment
759,ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",carlos phone vibrate act hear text
760,spam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",romantic paris 2 night 2 flight å£79 book 4 year 08704439680ts&cs apply
761,ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",grandma oh dear u ill feel shit morning think hungover night leave sat
762,spam,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,urgent ur å£500 guarantee award unclaimed 09066368327 closingdate04/09/02 claimcode m39m51 å£1.50pmmorefrommobile2bremoved mobypobox734ls27yf
763,ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,jus tot u ask cos u ba gua go mt faber yest yest jus go mah today go jus lor
764,ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",wish family merry \x\ mas happy new year advance
765,spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,ur award city break win å£200 summer shopping spree wk txt store 88039 skilgme tscs087147403231winawk!age16 å£1.50perwksub
766,ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",nt go get something meetin 4 dinner lor haha wonder tis time
767,ham,"Sorry, I'll call later",sorry later
768,ham,I cant pick the phone right now. Pls send a message,not pick phone right pls send message
769,ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,lol know dramatic school close tomorrow apparently drive inch snow suppose
770,ham,Not getting anywhere with this damn job hunting over here!,get damn job hunt
771,ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,lol u drunkard hair d moment yeah 4 tonight wats plan
772,ham,"idc get over here, you are not weaseling your way out of this shit twice in a row",idc weasele way shit twice row
773,ham,I wil be there with in  &lt;#&gt;  minutes. Got any space,wil   lt;#&gt   minute get space
774,ham,Just sleeping..and surfing,sleep surf
775,ham,Thanks for picking up the trash.,thank pick trash
776,ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,tell friend sure want live smoke spend hour beg come smoke
777,ham,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""",\hi kate lovely tonight ill phone tomorrow get sing guy give card xxx\
778,ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,happy new year dear brother miss got number decide send text wish happiness abiola
779,ham,That means get the door,mean door
780,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 mature 8 stylish 9 simple pls reply
781,ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",hmmm think say 2 hour slave 3 late punish
782,ham,Beerage?,beerage
783,spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,important customer service announcement premier freephone 0800 542 0578
784,ham,Dont think so. It turns off like randomlly within 5min of opening,not think turn like randomlly 5min opening
785,ham,"She was supposed to be but couldn't make it, she's still in town though",suppose town
786,ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,time fix spelling get completely diff word figure
787,spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),think live good life perfect partner txt age join mobile community 100p sms
788,spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870.",5 free polyphonic tone 087018728737 national rate toppoly tune send week text subpoly 81618 å£3 pole unsub 08718727870
789,ham,Gud mrng dear hav a nice day,gud mrng dear hav nice day
790,ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,hope enjoy game yesterday sorry touch pls know fondly bein thot great week abiola
